full_date,time,am/pm,week_day,day,month,year,kwh
2014-03-26,05,PM,Wednesday,26,Mar,2014,0.853
2014-03-26,06,PM,Wednesday,26,Mar,2014,0.952
2014-03-26,07,PM,Wednesday,26,Mar,2014,1.152
2014-03-26,08,PM,Wednesday,26,Mar,2014,1.05
2014-03-26,09,PM,Wednesday,26,Mar,2014,0.475
2014-03-26,10,PM,Wednesday,26,Mar,2014,0.424
2014-03-26,11,PM,Wednesday,26,Mar,2014,0.36
2014-03-26,12,PM,Wednesday,26,Mar,2014,0.34
2014-03-27,01,AM,Thursday,27,Mar,2014,0.141
2014-03-27,02,AM,Thursday,27,Mar,2014,0.171
2014-03-27,03,AM,Thursday,27,Mar,2014,0.147
2014-03-27,04,AM,Thursday,27,Mar,2014,0.173
2014-03-27,05,AM,Thursday,27,Mar,2014,0.959
2014-03-27,06,AM,Thursday,27,Mar,2014,0.883
2014-03-27,07,AM,Thursday,27,Mar,2014,0.842
2014-03-27,08,AM,Thursday,27,Mar,2014,0.291
2014-03-27,09,AM,Thursday,27,Mar,2014,0.25
2014-03-27,10,AM,Thursday,27,Mar,2014,0.278
2014-03-27,11,AM,Thursday,27,Mar,2014,0.332
2014-03-27,12,AM,Thursday,27,Mar,2014,0.271
2014-03-27,01,PM,Thursday,27,Mar,2014,0.307
2014-03-27,02,PM,Thursday,27,Mar,2014,0.262
2014-03-27,03,PM,Thursday,27,Mar,2014,0.355
2014-03-27,04,PM,Thursday,27,Mar,2014,0.269
2014-03-27,05,PM,Thursday,27,Mar,2014,0.926
2014-03-27,06,PM,Thursday,27,Mar,2014,1.176
2014-03-27,07,PM,Thursday,27,Mar,2014,1.714
2014-03-27,08,PM,Thursday,27,Mar,2014,1.126
2014-03-27,09,PM,Thursday,27,Mar,2014,0.518
2014-03-27,10,PM,Thursday,27,Mar,2014,0.372
2014-03-27,11,PM,Thursday,27,Mar,2014,0.388
2014-03-27,12,PM,Thursday,27,Mar,2014,0.42
2014-03-28,01,AM,Friday,28,Mar,2014,0.168
2014-03-28,02,AM,Friday,28,Mar,2014,0.187
2014-03-28,03,AM,Friday,28,Mar,2014,0.163
2014-03-28,04,AM,Friday,28,Mar,2014,0.19
2014-03-28,05,AM,Friday,28,Mar,2014,0.73
2014-03-28,06,AM,Friday,28,Mar,2014,1.018
2014-03-28,07,AM,Friday,28,Mar,2014,0.619
2014-03-28,08,AM,Friday,28,Mar,2014,0.371
2014-03-28,09,AM,Friday,28,Mar,2014,0.286
2014-03-28,10,AM,Friday,28,Mar,2014,0.381
2014-03-28,11,AM,Friday,28,Mar,2014,0.388
2014-03-28,12,AM,Friday,28,Mar,2014,0.24
2014-03-28,01,PM,Friday,28,Mar,2014,0.288
2014-03-28,02,PM,Friday,28,Mar,2014,0.342
2014-03-28,03,PM,Friday,28,Mar,2014,0.259
2014-03-28,04,PM,Friday,28,Mar,2014,0.32
2014-03-28,05,PM,Friday,28,Mar,2014,1.009
2014-03-28,06,PM,Friday,28,Mar,2014,1.086
2014-03-28,07,PM,Friday,28,Mar,2014,1.512
2014-03-28,08,PM,Friday,28,Mar,2014,1.536
2014-03-28,09,PM,Friday,28,Mar,2014,0.294
2014-03-28,10,PM,Friday,28,Mar,2014,0.538
2014-03-28,11,PM,Friday,28,Mar,2014,0.784
2014-03-28,12,PM,Friday,28,Mar,2014,0.388
2014-03-29,01,AM,Saturday,29,Mar,2014,0.286
2014-03-29,02,AM,Saturday,29,Mar,2014,0.197
2014-03-29,03,AM,Saturday,29,Mar,2014,0.221
2014-03-29,04,AM,Saturday,29,Mar,2014,0.276
2014-03-29,05,AM,Saturday,29,Mar,2014,0.216
2014-03-29,06,AM,Saturday,29,Mar,2014,0.595
2014-03-29,07,AM,Saturday,29,Mar,2014,1.037
2014-03-29,08,AM,Saturday,29,Mar,2014,1.154
2014-03-29,09,AM,Saturday,29,Mar,2014,0.806
2014-03-29,10,AM,Saturday,29,Mar,2014,0.408
2014-03-29,11,AM,Saturday,29,Mar,2014,0.408
2014-03-29,12,AM,Saturday,29,Mar,2014,0.646
2014-03-29,01,PM,Saturday,29,Mar,2014,0.509
2014-03-29,02,PM,Saturday,29,Mar,2014,0.525
2014-03-29,03,PM,Saturday,29,Mar,2014,0.85
2014-03-29,04,PM,Saturday,29,Mar,2014,0.749
2014-03-29,05,PM,Saturday,29,Mar,2014,0.67
2014-03-29,06,PM,Saturday,29,Mar,2014,1.411
2014-03-29,07,PM,Saturday,29,Mar,2014,1.714
2014-03-29,08,PM,Saturday,29,Mar,2014,1.685
2014-03-29,09,PM,Saturday,29,Mar,2014,0.339
2014-03-29,10,PM,Saturday,29,Mar,2014,0.384
2014-03-29,11,PM,Saturday,29,Mar,2014,0.80
2014-03-29,12,PM,Saturday,29,Mar,2014,0.514
2014-03-30,01,AM,Sunday,30,Mar,2014,0.245
2014-03-30,02,AM,Sunday,30,Mar,2014,0.288
2014-03-30,03,AM,Sunday,30,Mar,2014,0.242
2014-03-30,04,AM,Sunday,30,Mar,2014,0.218
2014-03-30,05,AM,Sunday,30,Mar,2014,0.242
2014-03-30,06,AM,Sunday,30,Mar,2014,0.704
2014-03-30,07,AM,Sunday,30,Mar,2014,1.056
2014-03-30,08,AM,Sunday,30,Mar,2014,0.946
2014-03-30,09,AM,Sunday,30,Mar,2014,0.655
2014-03-30,10,AM,Sunday,30,Mar,2014,0.528
2014-03-30,11,AM,Sunday,30,Mar,2014,0.523
2014-03-30,12,AM,Sunday,30,Mar,2014,0.589
2014-03-30,01,PM,Sunday,30,Mar,2014,0.466
2014-03-30,02,PM,Sunday,30,Mar,2014,0.73
2014-03-30,03,PM,Sunday,30,Mar,2014,0.72
2014-03-30,04,PM,Sunday,30,Mar,2014,0.59
2014-03-30,05,PM,Sunday,30,Mar,2014,0.742
2014-03-30,06,PM,Sunday,30,Mar,2014,1.397
2014-03-30,07,PM,Sunday,30,Mar,2014,1.282
2014-03-30,08,PM,Sunday,30,Mar,2014,1.67
2014-03-30,09,PM,Sunday,30,Mar,2014,0.576
2014-03-30,10,PM,Sunday,30,Mar,2014,0.46
2014-03-30,11,PM,Sunday,30,Mar,2014,0.368
2014-03-30,12,PM,Sunday,30,Mar,2014,0.408
2014-03-31,01,AM,Monday,31,Mar,2014,0.152
2014-03-31,02,AM,Monday,31,Mar,2014,0.162
2014-03-31,03,AM,Monday,31,Mar,2014,0.134
2014-03-31,04,AM,Monday,31,Mar,2014,0.138
2014-03-31,05,AM,Monday,31,Mar,2014,0.722
2014-03-31,06,AM,Monday,31,Mar,2014,0.787
2014-03-31,07,AM,Monday,31,Mar,2014,0.778
2014-03-31,08,AM,Monday,31,Mar,2014,0.352
2014-03-31,09,AM,Monday,31,Mar,2014,0.259
2014-03-31,10,AM,Monday,31,Mar,2014,0.365
2014-03-31,11,AM,Monday,31,Mar,2014,0.404
2014-03-31,12,AM,Monday,31,Mar,2014,0.204
2014-03-31,01,PM,Monday,31,Mar,2014,0.314
2014-03-31,02,PM,Monday,31,Mar,2014,0.262
2014-03-31,03,PM,Monday,31,Mar,2014,0.378
2014-03-31,04,PM,Monday,31,Mar,2014,0.278
2014-03-31,05,PM,Monday,31,Mar,2014,0.832
2014-03-31,06,PM,Monday,31,Mar,2014,1.344
2014-03-31,07,PM,Monday,31,Mar,2014,1.354
2014-03-31,08,PM,Monday,31,Mar,2014,1.357
2014-03-31,09,PM,Monday,31,Mar,2014,0.542
2014-03-31,10,PM,Monday,31,Mar,2014,0.364
2014-03-31,11,PM,Monday,31,Mar,2014,0.352
2014-03-31,12,PM,Monday,31,Mar,2014,0.476
2014-04-01,01,AM,Tuesday,01,Apr,2014,0.064
2014-04-01,02,AM,Tuesday,01,Apr,2014,0.052
2014-04-01,03,AM,Tuesday,01,Apr,2014,0.064
2014-04-01,04,AM,Tuesday,01,Apr,2014,0.053
2014-04-01,05,AM,Tuesday,01,Apr,2014,0.33
2014-04-01,06,AM,Tuesday,01,Apr,2014,0.389
2014-04-01,07,AM,Tuesday,01,Apr,2014,0.216
2014-04-01,08,AM,Tuesday,01,Apr,2014,0.12
2014-04-01,09,AM,Tuesday,01,Apr,2014,0.078
2014-04-01,10,AM,Tuesday,01,Apr,2014,0.098
2014-04-01,11,AM,Tuesday,01,Apr,2014,0.134
2014-04-01,12,AM,Tuesday,01,Apr,2014,0.10
2014-04-01,01,PM,Tuesday,01,Apr,2014,0.115
2014-04-01,02,PM,Tuesday,01,Apr,2014,0.143
2014-04-01,03,PM,Tuesday,01,Apr,2014,0.137
2014-04-01,04,PM,Tuesday,01,Apr,2014,0.13
2014-04-01,05,PM,Tuesday,01,Apr,2014,0.355
2014-04-01,06,PM,Tuesday,01,Apr,2014,0.365
2014-04-01,07,PM,Tuesday,01,Apr,2014,0.562
2014-04-01,08,PM,Tuesday,01,Apr,2014,0.557
2014-04-01,09,PM,Tuesday,01,Apr,2014,0.198
2014-04-01,10,PM,Tuesday,01,Apr,2014,0.135
2014-04-01,11,PM,Tuesday,01,Apr,2014,0.131
2014-04-01,12,PM,Tuesday,01,Apr,2014,0.159
2014-04-02,01,AM,Wednesday,02,Apr,2014,0.063
2014-04-02,02,AM,Wednesday,02,Apr,2014,0.071
2014-04-02,03,AM,Wednesday,02,Apr,2014,0.057
2014-04-02,04,AM,Wednesday,02,Apr,2014,0.052
2014-04-02,05,AM,Wednesday,02,Apr,2014,0.363
2014-04-02,06,AM,Wednesday,02,Apr,2014,0.41
2014-04-02,07,AM,Wednesday,02,Apr,2014,0.289
2014-04-02,08,AM,Wednesday,02,Apr,2014,0.10
2014-04-02,09,AM,Wednesday,02,Apr,2014,0.103
2014-04-02,10,AM,Wednesday,02,Apr,2014,0.126
2014-04-02,11,AM,Wednesday,02,Apr,2014,0.165
2014-04-02,12,AM,Wednesday,02,Apr,2014,0.10
2014-04-02,01,PM,Wednesday,02,Apr,2014,0.137
2014-04-02,02,PM,Wednesday,02,Apr,2014,0.096
2014-04-02,03,PM,Wednesday,02,Apr,2014,0.14
2014-04-02,04,PM,Wednesday,02,Apr,2014,0.103
2014-04-02,05,PM,Wednesday,02,Apr,2014,0.378
2014-04-02,06,PM,Wednesday,02,Apr,2014,0.349
2014-04-02,07,PM,Wednesday,02,Apr,2014,0.502
2014-04-02,08,PM,Wednesday,02,Apr,2014,0.528
2014-04-02,09,PM,Wednesday,02,Apr,2014,0.178
2014-04-02,10,PM,Wednesday,02,Apr,2014,0.12
2014-04-02,11,PM,Wednesday,02,Apr,2014,0.159
2014-04-02,12,PM,Wednesday,02,Apr,2014,0.125
2014-04-03,01,AM,Thursday,03,Apr,2014,0.063
2014-04-03,02,AM,Thursday,03,Apr,2014,0.059
2014-04-03,03,AM,Thursday,03,Apr,2014,0.065
2014-04-03,04,AM,Thursday,03,Apr,2014,0.071
2014-04-03,05,AM,Thursday,03,Apr,2014,0.37
2014-04-03,06,AM,Thursday,03,Apr,2014,0.342
2014-04-03,07,AM,Thursday,03,Apr,2014,0.275
2014-04-03,08,AM,Thursday,03,Apr,2014,0.11
2014-04-03,09,AM,Thursday,03,Apr,2014,0.083
2014-04-03,10,AM,Thursday,03,Apr,2014,0.103
2014-04-03,11,AM,Thursday,03,Apr,2014,0.171
2014-04-03,12,AM,Thursday,03,Apr,2014,0.103
2014-04-03,01,PM,Thursday,03,Apr,2014,0.112
2014-04-03,02,PM,Thursday,03,Apr,2014,0.14
2014-04-03,03,PM,Thursday,03,Apr,2014,0.126
2014-04-03,04,PM,Thursday,03,Apr,2014,0.10
2014-04-03,05,PM,Thursday,03,Apr,2014,0.464
2014-04-03,06,PM,Thursday,03,Apr,2014,0.37
2014-04-03,07,PM,Thursday,03,Apr,2014,0.481
2014-04-03,08,PM,Thursday,03,Apr,2014,0.47
2014-04-03,09,PM,Thursday,03,Apr,2014,0.144
2014-04-03,10,PM,Thursday,03,Apr,2014,0.171
2014-04-03,11,PM,Thursday,03,Apr,2014,0.146
2014-04-03,12,PM,Thursday,03,Apr,2014,0.161
2014-04-04,01,AM,Friday,04,Apr,2014,0.051
2014-04-04,02,AM,Friday,04,Apr,2014,0.05
2014-04-04,03,AM,Friday,04,Apr,2014,0.058
2014-04-04,04,AM,Friday,04,Apr,2014,0.068
2014-04-04,05,AM,Friday,04,Apr,2014,0.396
2014-04-04,06,AM,Friday,04,Apr,2014,0.342
2014-04-04,07,AM,Friday,04,Apr,2014,0.238
2014-04-04,08,AM,Friday,04,Apr,2014,0.13
2014-04-04,09,AM,Friday,04,Apr,2014,0.095
2014-04-04,10,AM,Friday,04,Apr,2014,0.14
2014-04-04,11,AM,Friday,04,Apr,2014,0.179
2014-04-04,12,AM,Friday,04,Apr,2014,0.082
2014-04-04,01,PM,Friday,04,Apr,2014,0.13
2014-04-04,02,PM,Friday,04,Apr,2014,0.121
2014-04-04,03,PM,Friday,04,Apr,2014,0.132
2014-04-04,04,PM,Friday,04,Apr,2014,0.109
2014-04-04,05,PM,Friday,04,Apr,2014,0.351
2014-04-04,06,PM,Friday,04,Apr,2014,0.454
2014-04-04,07,PM,Friday,04,Apr,2014,0.508
2014-04-04,08,PM,Friday,04,Apr,2014,0.571
2014-04-04,09,PM,Friday,04,Apr,2014,0.097
2014-04-04,10,PM,Friday,04,Apr,2014,0.174
2014-04-04,11,PM,Friday,04,Apr,2014,0.27
2014-04-04,12,PM,Friday,04,Apr,2014,0.141
2014-04-05,01,AM,Saturday,05,Apr,2014,0.086
2014-04-05,02,AM,Saturday,05,Apr,2014,0.106
2014-04-05,03,AM,Saturday,05,Apr,2014,0.094
2014-04-05,04,AM,Saturday,05,Apr,2014,0.105
2014-04-05,05,AM,Saturday,05,Apr,2014,0.077
2014-04-05,06,AM,Saturday,05,Apr,2014,0.216
2014-04-05,07,AM,Saturday,05,Apr,2014,0.295
2014-04-05,08,AM,Saturday,05,Apr,2014,0.359
2014-04-05,09,AM,Saturday,05,Apr,2014,0.311
2014-04-05,10,AM,Saturday,05,Apr,2014,0.157
2014-04-05,11,AM,Saturday,05,Apr,2014,0.198
2014-04-05,12,AM,Saturday,05,Apr,2014,0.259
2014-04-05,01,PM,Saturday,05,Apr,2014,0.193
2014-04-05,02,PM,Saturday,05,Apr,2014,0.283
2014-04-05,03,PM,Saturday,05,Apr,2014,0.313
2014-04-05,04,PM,Saturday,05,Apr,2014,0.246
2014-04-05,05,PM,Saturday,05,Apr,2014,0.251
2014-04-05,06,PM,Saturday,05,Apr,2014,0.626
2014-04-05,07,PM,Saturday,05,Apr,2014,0.556
2014-04-05,08,PM,Saturday,05,Apr,2014,0.491
2014-04-05,09,PM,Saturday,05,Apr,2014,0.113
2014-04-05,10,PM,Saturday,05,Apr,2014,0.104
2014-04-05,11,PM,Saturday,05,Apr,2014,0.309
2014-04-05,12,PM,Saturday,05,Apr,2014,0.196
2014-04-06,01,AM,Sunday,06,Apr,2014,0.085
2014-04-06,02,AM,Sunday,06,Apr,2014,0.108
2014-04-06,03,AM,Sunday,06,Apr,2014,0.079
2014-04-06,04,AM,Sunday,06,Apr,2014,0.104
2014-04-06,05,AM,Sunday,06,Apr,2014,0.096
2014-04-06,06,AM,Sunday,06,Apr,2014,0.223
2014-04-06,07,AM,Sunday,06,Apr,2014,0.382
2014-04-06,08,AM,Sunday,06,Apr,2014,0.312
2014-04-06,09,AM,Sunday,06,Apr,2014,0.30
2014-04-06,10,AM,Sunday,06,Apr,2014,0.203
2014-04-06,11,AM,Sunday,06,Apr,2014,0.187
2014-04-06,12,AM,Sunday,06,Apr,2014,0.206
2014-04-06,01,PM,Sunday,06,Apr,2014,0.164
2014-04-06,02,PM,Sunday,06,Apr,2014,0.194
2014-04-06,03,PM,Sunday,06,Apr,2014,0.267
2014-04-06,04,PM,Sunday,06,Apr,2014,0.281
2014-04-06,05,PM,Sunday,06,Apr,2014,0.319
2014-04-06,06,PM,Sunday,06,Apr,2014,0.637
2014-04-06,07,PM,Sunday,06,Apr,2014,0.545
2014-04-06,08,PM,Sunday,06,Apr,2014,0.513
2014-04-06,09,PM,Sunday,06,Apr,2014,0.166
2014-04-06,10,PM,Sunday,06,Apr,2014,0.176
2014-04-06,11,PM,Sunday,06,Apr,2014,0.164
2014-04-06,12,PM,Sunday,06,Apr,2014,0.20
2014-04-07,01,AM,Monday,07,Apr,2014,0.064
2014-04-07,02,AM,Monday,07,Apr,2014,0.049
2014-04-07,03,AM,Monday,07,Apr,2014,0.07
2014-04-07,04,AM,Monday,07,Apr,2014,0.058
2014-04-07,05,AM,Monday,07,Apr,2014,0.264
2014-04-07,06,AM,Monday,07,Apr,2014,0.31
2014-04-07,07,AM,Monday,07,Apr,2014,0.321
2014-04-07,08,AM,Monday,07,Apr,2014,0.131
2014-04-07,09,AM,Monday,07,Apr,2014,0.082
2014-04-07,10,AM,Monday,07,Apr,2014,0.137
2014-04-07,11,AM,Monday,07,Apr,2014,0.144
2014-04-07,12,AM,Monday,07,Apr,2014,0.073
2014-04-07,01,PM,Monday,07,Apr,2014,0.098
2014-04-07,02,PM,Monday,07,Apr,2014,0.142
2014-04-07,03,PM,Monday,07,Apr,2014,0.119
2014-04-07,04,PM,Monday,07,Apr,2014,0.132
2014-04-07,05,PM,Monday,07,Apr,2014,0.316
2014-04-07,06,PM,Monday,07,Apr,2014,0.458
2014-04-07,07,PM,Monday,07,Apr,2014,0.486
2014-04-07,08,PM,Monday,07,Apr,2014,0.422
2014-04-07,09,PM,Monday,07,Apr,2014,0.198
2014-04-07,10,PM,Monday,07,Apr,2014,0.15
2014-04-07,11,PM,Monday,07,Apr,2014,0.171
2014-04-07,12,PM,Monday,07,Apr,2014,0.143
2014-04-08,01,AM,Tuesday,08,Apr,2014,0.071
2014-04-08,02,AM,Tuesday,08,Apr,2014,0.052
2014-04-08,03,AM,Tuesday,08,Apr,2014,0.049
2014-04-08,04,AM,Tuesday,08,Apr,2014,0.052
2014-04-08,05,AM,Tuesday,08,Apr,2014,0.389
2014-04-08,06,AM,Tuesday,08,Apr,2014,0.403
2014-04-08,07,AM,Tuesday,08,Apr,2014,0.278
2014-04-08,08,AM,Tuesday,08,Apr,2014,0.125
2014-04-08,09,AM,Tuesday,08,Apr,2014,0.105
2014-04-08,10,AM,Tuesday,08,Apr,2014,0.108
2014-04-08,11,AM,Tuesday,08,Apr,2014,0.174
2014-04-08,12,AM,Tuesday,08,Apr,2014,0.077
2014-04-08,01,PM,Tuesday,08,Apr,2014,0.108
2014-04-08,02,PM,Tuesday,08,Apr,2014,0.122
2014-04-08,03,PM,Tuesday,08,Apr,2014,0.131
2014-04-08,04,PM,Tuesday,08,Apr,2014,0.144
2014-04-08,05,PM,Tuesday,08,Apr,2014,0.351
2014-04-08,06,PM,Tuesday,08,Apr,2014,0.344
2014-04-08,07,PM,Tuesday,08,Apr,2014,0.54
2014-04-08,08,PM,Tuesday,08,Apr,2014,0.422
2014-04-08,09,PM,Tuesday,08,Apr,2014,0.162
2014-04-08,10,PM,Tuesday,08,Apr,2014,0.141
2014-04-08,11,PM,Tuesday,08,Apr,2014,0.129
2014-04-08,12,PM,Tuesday,08,Apr,2014,0.132
2014-04-09,01,AM,Wednesday,09,Apr,2014,0.064
2014-04-09,02,AM,Wednesday,09,Apr,2014,0.057
2014-04-09,03,AM,Wednesday,09,Apr,2014,0.061
2014-04-09,04,AM,Wednesday,09,Apr,2014,0.055
2014-04-09,05,AM,Wednesday,09,Apr,2014,0.284
2014-04-09,06,AM,Wednesday,09,Apr,2014,0.421
2014-04-09,07,AM,Wednesday,09,Apr,2014,0.319
2014-04-09,08,AM,Wednesday,09,Apr,2014,0.132
2014-04-09,09,AM,Wednesday,09,Apr,2014,0.077
2014-04-09,10,AM,Wednesday,09,Apr,2014,0.114
2014-04-09,11,AM,Wednesday,09,Apr,2014,0.162
2014-04-09,12,AM,Wednesday,09,Apr,2014,0.077
2014-04-09,01,PM,Wednesday,09,Apr,2014,0.103
2014-04-09,02,PM,Wednesday,09,Apr,2014,0.104
2014-04-09,03,PM,Wednesday,09,Apr,2014,0.113
2014-04-09,04,PM,Wednesday,09,Apr,2014,0.103
2014-04-09,05,PM,Wednesday,09,Apr,2014,0.421
2014-04-09,06,PM,Wednesday,09,Apr,2014,0.496
2014-04-09,07,PM,Wednesday,09,Apr,2014,0.47
2014-04-09,08,PM,Wednesday,09,Apr,2014,0.475
2014-04-09,09,PM,Wednesday,09,Apr,2014,0.157
2014-04-09,10,PM,Wednesday,09,Apr,2014,0.164
2014-04-09,11,PM,Wednesday,09,Apr,2014,0.171
2014-04-09,12,PM,Wednesday,09,Apr,2014,0.17
2014-04-10,01,AM,Thursday,10,Apr,2014,0.064
2014-04-10,02,AM,Thursday,10,Apr,2014,0.049
2014-04-10,03,AM,Thursday,10,Apr,2014,0.07
2014-04-10,04,AM,Thursday,10,Apr,2014,0.055
2014-04-10,05,AM,Thursday,10,Apr,2014,0.363
2014-04-10,06,AM,Thursday,10,Apr,2014,0.324
2014-04-10,07,AM,Thursday,10,Apr,2014,0.251
2014-04-10,08,AM,Thursday,10,Apr,2014,0.13
2014-04-10,09,AM,Thursday,10,Apr,2014,0.093
2014-04-10,10,AM,Thursday,10,Apr,2014,0.131
2014-04-10,11,AM,Thursday,10,Apr,2014,0.158
2014-04-10,12,AM,Thursday,10,Apr,2014,0.104
2014-04-10,01,PM,Thursday,10,Apr,2014,0.132
2014-04-10,02,PM,Thursday,10,Apr,2014,0.131
2014-04-10,03,PM,Thursday,10,Apr,2014,0.113
2014-04-10,04,PM,Thursday,10,Apr,2014,0.104
2014-04-10,05,PM,Thursday,10,Apr,2014,0.382
2014-04-10,06,PM,Thursday,10,Apr,2014,0.462
2014-04-10,07,PM,Thursday,10,Apr,2014,0.605
2014-04-10,08,PM,Thursday,10,Apr,2014,0.466
2014-04-10,09,PM,Thursday,10,Apr,2014,0.196
2014-04-10,10,PM,Thursday,10,Apr,2014,0.131
2014-04-10,11,PM,Thursday,10,Apr,2014,0.128
2014-04-10,12,PM,Thursday,10,Apr,2014,0.147
2014-04-11,01,AM,Friday,11,Apr,2014,0.058
2014-04-11,02,AM,Friday,11,Apr,2014,0.061
2014-04-11,03,AM,Friday,11,Apr,2014,0.061
2014-04-11,04,AM,Friday,11,Apr,2014,0.072
2014-04-11,05,AM,Friday,11,Apr,2014,0.274
2014-04-11,06,AM,Friday,11,Apr,2014,0.346
2014-04-11,07,AM,Friday,11,Apr,2014,0.216
2014-04-11,08,AM,Friday,11,Apr,2014,0.132
2014-04-11,09,AM,Friday,11,Apr,2014,0.086
2014-04-11,10,AM,Friday,11,Apr,2014,0.108
2014-04-11,11,AM,Friday,11,Apr,2014,0.173
2014-04-11,12,AM,Friday,11,Apr,2014,0.103
2014-04-11,01,PM,Friday,11,Apr,2014,0.142
2014-04-11,02,PM,Friday,11,Apr,2014,0.133
2014-04-11,03,PM,Friday,11,Apr,2014,0.126
2014-04-11,04,PM,Friday,11,Apr,2014,0.132
2014-04-11,05,PM,Friday,11,Apr,2014,0.445
2014-04-11,06,PM,Friday,11,Apr,2014,0.386
2014-04-11,07,PM,Friday,11,Apr,2014,0.432
2014-04-11,08,PM,Friday,11,Apr,2014,0.514
2014-04-11,09,PM,Friday,11,Apr,2014,0.097
2014-04-11,10,PM,Friday,11,Apr,2014,0.235
2014-04-11,11,PM,Friday,11,Apr,2014,0.315
2014-04-11,12,PM,Friday,11,Apr,2014,0.167
2014-04-12,01,AM,Saturday,12,Apr,2014,0.095
2014-04-12,02,AM,Saturday,12,Apr,2014,0.088
2014-04-12,03,AM,Saturday,12,Apr,2014,0.106
2014-04-12,04,AM,Saturday,12,Apr,2014,0.081
2014-04-12,05,AM,Saturday,12,Apr,2014,0.093
2014-04-12,06,AM,Saturday,12,Apr,2014,0.226
2014-04-12,07,AM,Saturday,12,Apr,2014,0.356
2014-04-12,08,AM,Saturday,12,Apr,2014,0.452
2014-04-12,09,AM,Saturday,12,Apr,2014,0.294
2014-04-12,10,AM,Saturday,12,Apr,2014,0.212
2014-04-12,11,AM,Saturday,12,Apr,2014,0.148
2014-04-12,12,AM,Saturday,12,Apr,2014,0.24
2014-04-12,01,PM,Saturday,12,Apr,2014,0.184
2014-04-12,02,PM,Saturday,12,Apr,2014,0.264
2014-04-12,03,PM,Saturday,12,Apr,2014,0.273
2014-04-12,04,PM,Saturday,12,Apr,2014,0.308
2014-04-12,05,PM,Saturday,12,Apr,2014,0.232
2014-04-12,06,PM,Saturday,12,Apr,2014,0.583
2014-04-12,07,PM,Saturday,12,Apr,2014,0.583
2014-04-12,08,PM,Saturday,12,Apr,2014,0.572
2014-04-12,09,PM,Saturday,12,Apr,2014,0.13
2014-04-12,10,PM,Saturday,12,Apr,2014,0.119
2014-04-12,11,PM,Saturday,12,Apr,2014,0.267
2014-04-12,12,PM,Saturday,12,Apr,2014,0.148
2014-04-13,01,AM,Sunday,13,Apr,2014,0.087
2014-04-13,02,AM,Sunday,13,Apr,2014,0.077
2014-04-13,03,AM,Sunday,13,Apr,2014,0.099
2014-04-13,04,AM,Sunday,13,Apr,2014,0.098
2014-04-13,05,AM,Sunday,13,Apr,2014,0.074
2014-04-13,06,AM,Sunday,13,Apr,2014,0.245
2014-04-13,07,AM,Sunday,13,Apr,2014,0.31
2014-04-13,08,AM,Sunday,13,Apr,2014,0.425
2014-04-13,09,AM,Sunday,13,Apr,2014,0.278
2014-04-13,10,AM,Sunday,13,Apr,2014,0.166
2014-04-13,11,AM,Sunday,13,Apr,2014,0.189
2014-04-13,12,AM,Sunday,13,Apr,2014,0.238
2014-04-13,01,PM,Sunday,13,Apr,2014,0.151
2014-04-13,02,PM,Sunday,13,Apr,2014,0.197
2014-04-13,03,PM,Sunday,13,Apr,2014,0.324
2014-04-13,04,PM,Sunday,13,Apr,2014,0.321
2014-04-13,05,PM,Sunday,13,Apr,2014,0.248
2014-04-13,06,PM,Sunday,13,Apr,2014,0.621
2014-04-13,07,PM,Sunday,13,Apr,2014,0.518
2014-04-13,08,PM,Sunday,13,Apr,2014,0.524
2014-04-13,09,PM,Sunday,13,Apr,2014,0.202
2014-04-13,10,PM,Sunday,13,Apr,2014,0.141
2014-04-13,11,PM,Sunday,13,Apr,2014,0.167
2014-04-13,12,PM,Sunday,13,Apr,2014,0.194
2014-04-14,01,AM,Monday,14,Apr,2014,0.053
2014-04-14,02,AM,Monday,14,Apr,2014,0.049
2014-04-14,03,AM,Monday,14,Apr,2014,0.064
2014-04-14,04,AM,Monday,14,Apr,2014,0.055
2014-04-14,05,AM,Monday,14,Apr,2014,0.343
2014-04-14,06,AM,Monday,14,Apr,2014,0.299
2014-04-14,07,AM,Monday,14,Apr,2014,0.257
2014-04-14,08,AM,Monday,14,Apr,2014,0.103
2014-04-14,09,AM,Monday,14,Apr,2014,0.078
2014-04-14,10,AM,Monday,14,Apr,2014,0.097
2014-04-14,11,AM,Monday,14,Apr,2014,0.141
2014-04-14,12,AM,Monday,14,Apr,2014,0.091
2014-04-14,01,PM,Monday,14,Apr,2014,0.096
2014-04-14,02,PM,Monday,14,Apr,2014,0.102
2014-04-14,03,PM,Monday,14,Apr,2014,0.115
2014-04-14,04,PM,Monday,14,Apr,2014,0.116
2014-04-14,05,PM,Monday,14,Apr,2014,0.355
2014-04-14,06,PM,Monday,14,Apr,2014,0.403
2014-04-14,07,PM,Monday,14,Apr,2014,0.529
2014-04-14,08,PM,Monday,14,Apr,2014,0.437
2014-04-14,09,PM,Monday,14,Apr,2014,0.169
2014-04-14,10,PM,Monday,14,Apr,2014,0.146
2014-04-14,11,PM,Monday,14,Apr,2014,0.176
2014-04-14,12,PM,Monday,14,Apr,2014,0.146
2014-04-15,01,AM,Tuesday,15,Apr,2014,0.061
2014-04-15,02,AM,Tuesday,15,Apr,2014,0.057
2014-04-15,03,AM,Tuesday,15,Apr,2014,0.069
